user_email,topic,subtopic,score,total_questions,percentage,time_taken,timestamp,difficulty
student_14@edu.com,Data Structures,Linked List,2,5,40.0,60,2024-11-14 00:00:00,beginner
student_14@edu.com,Data Structures,Stacks,1,3,33.3,60,2024-11-13 15:00:00,beginner
student_14@edu.com,Python,Dictionaries,1,3,33.3,60,2024-11-15 19:00:00,beginner
student_14@edu.com,Python,File Handling,1,3,33.3,60,2024-11-16 12:00:00,beginner
student_14@edu.com,Python,Lists,1,3,33.3,60,2024-11-13 15:00:00,beginner
student_21825@edu.com,C,Pointers,6,6,100.0,60,2024-07-18 04:00:00,advanced
student_21825@edu.com,Python,Dictionaries,2,4,50.0,132,2024-10-15 07:00:00,intermediate
student_53167@edu.com,Python,Dictionaries,4,4,100.0,60,2024-11-05 10:00:00,advanced
student_53167@edu.com,Python,File Handling,4,4,100.0,60,2024-11-20 16:00:00,advanced
student_53167@edu.com,Python,Lists,4,4,100.0,60,2024-11-12 01:00:00,advanced
student_53167@edu.com,Python,Dictionaries,2,3,66.7,60,2024-10-12 09:00:00,intermediate
student_53167@edu.com,Python,File Handling,3,4,75.0,60,2024-09-21 15:00:00,advanced
student_53167@edu.com,Python,Lists,2,3,66.7,60,2024-10-06 22:00:00,intermediate
student_53167@edu.com,C,Arrays,3,3,100.0,60,2024-06-20 18:00:00,advanced
student_53167@edu.com,C,Pointers,3,3,100.0,60,2024-08-31 12:00:00,advanced
student_53167@edu.com,Python,File Handling,2,3,66.7,92,2024-04-26 23:00:00,intermediate
student_53167@edu.com,Python,Lists,1,3,33.3,60,2024-01-25 18:00:00,beginner
student_53167@edu.com,Python,File Handling,3,3,100.0,60,2024-06-26 14:00:00,advanced
student_53167@edu.com,Python,Lists,3,5,60.0,60,2024-02-12 12:00:00,intermediate
student_53167@edu.com,Python,File Handling,1,4,25.0,60,2024-05-30 03:00:00,beginner
student_53167@edu.com,Python,Lists,2,3,66.7,60,2024-05-27 02:00:00,intermediate
student_53167@edu.com,Python,Dictionaries,5,6,83.3,60,2024-07-23 11:00:00,advanced
student_53167@edu.com,Python,File Handling,3,3,100.0,60,2024-04-19 09:00:00,advanced
student_53167@edu.com,Python,Dictionaries,2,3,66.7,60,2025-01-06 09:00:00,intermediate
student_53167@edu.com,Python,File Handling,2,3,66.7,60,2025-01-05 11:00:00,intermediate
student_53167@edu.com,Python,Lists,3,5,60.0,60,2025-01-05 20:00:00,intermediate
student_53167@edu.com,Python,Dictionaries,4,6,66.7,60,2024-10-12 05:00:00,intermediate
student_53167@edu.com,Python,Lists,4,5,80.0,60,2024-10-12 16:00:00,advanced
student_53167@edu.com,Python,Dictionaries,5,7,71.4,60,2024-04-29 09:00:00,intermediate
student_53167@edu.com,Python,File Handling,3,7,42.9,60,2024-09-28 13:00:00,beginner
student_53167@edu.com,Python,Lists,2,5,40.0,60,2024-05-08 18:00:00,beginner
student_53167@edu.com,Python,Lists,4,4,100.0,60,2025-01-18 04:00:00,advanced
student_53167@edu.com,Python,Dictionaries,1,3,33.3,69,2024-04-08 13:00:00,beginner
student_53167@edu.com,Python,Lists,3,3,100.0,60,2024-02-23 11:00:00,advanced
student_53167@edu.com,C,Arrays,4,4,100.0,60,2024-09-05 16:00:00,advanced
student_53167@edu.com,C,Functions,4,4,100.0,60,2024-12-04 23:00:00,advanced
student_53167@edu.com,C,Loops,2,3,66.7,96,2024-09-03 23:00:00,intermediate
student_53167@edu.com,Python,File Handling,2,3,66.7,60,2025-02-19 09:00:00,intermediate
student_53167@edu.com,Python,Lists,2,4,50.0,60,2024-01-23 13:00:00,intermediate
student_53167@edu.com,Python,Dictionaries,2,4,50.0,60,2024-01-14 04:00:00,intermediate
student_53167@edu.com,Python,File Handling,2,4,50.0,60,2025-02-18 09:00:00,intermediate
student_53167@edu.com,Python,Dictionaries,4,4,100.0,60,2025-01-30 08:00:00,advanced
student_53167@edu.com,Data Structures,Linked List,1,3,33.3,60,2024-04-26 07:00:00,beginner
student_53167@edu.com,Data Structures,Queues,2,3,66.7,60,2025-02-06 20:00:00,intermediate
student_53167@edu.com,Data Structures,Stacks,2,3,66.7,60,2025-02-05 18:00:00,intermediate
student_53167@edu.com,Python,Dictionaries,3,3,100.0,60,2024-05-02 05:00:00,advanced
student_53167@edu.com,Python,Dictionaries,1,3,33.3,60,2025-02-10 21:00:00,beginner
student_53167@edu.com,Python,File Handling,1,3,33.3,60,2025-02-07 20:00:00,beginner
student_53167@edu.com,Python,File Handling,3,3,100.0,60,2024-10-29 02:00:00,advanced
student_53167@edu.com,Python,Dictionaries,3,5,60.0,60,2024-04-25 21:00:00,intermediate
student_53167@edu.com,Python,File Handling,2,3,66.7,60,2025-01-03 03:00:00,intermediate
student_53167@edu.com,Python,Dictionaries,1,3,33.3,60,2025-02-09 03:00:00,beginner
student_53167@edu.com,Python,File Handling,5,6,83.3,60,2025-02-10 21:00:00,advanced
student_53167@edu.com,Python,Lists,3,7,42.9,60,2025-02-07 20:00:00,beginner
student_53167@edu.com,Python,Dictionaries,5,6,83.3,60,2024-02-15 16:00:00,advanced
student_53167@edu.com,Python,File Handling,6,8,75.0,60,2024-02-14 08:00:00,advanced
student_53167@edu.com,Python,Lists,1,3,33.3,93,2024-09-08 13:00:00,beginner
student_54318@edu.com,Python,Dictionaries,4,6,66.7,60,2024-07-30 09:00:00,intermediate
student_54318@edu.com,Python,File Handling,8,8,100.0,60,2024-07-31 18:00:00,advanced
student_54318@edu.com,Python,Lists,7,9,77.8,60,2024-08-04 04:00:00,advanced
student_58161@edu.com,Python,Dictionaries,1,3,33.3,60,2024-10-08 21:00:00,beginner
student_58161@edu.com,Python,Lists,3,6,50.0,335,2024-09-24 18:00:00,intermediate
student_64525@edu.com,Python,Dictionaries,3,3,100.0,60,2024-10-27 19:00:00,advanced
student_64525@edu.com,Python,File Handling,7,7,100.0,60,2024-10-23 04:00:00,advanced
student_64525@edu.com,Python,Lists,6,6,100.0,60,2024-06-17 23:00:00,advanced
student_64525@edu.com,Python,Dictionaries,4,4,100.0,84,2024-05-07 17:00:00,advanced
student_64525@edu.com,C,Pointers,4,4,100.0,60,2024-07-19 11:00:00,advanced
student_64525@edu.com,Python,Dictionaries,5,6,83.3,60,2024-06-08 20:00:00,advanced
student_64525@edu.com,Python,File Handling,3,3,100.0,60,2024-04-14 17:00:00,advanced
student_64525@edu.com,Python,Lists,2,4,50.0,60,2024-03-08 22:00:00,intermediate
student_64525@edu.com,Python,Dictionaries,2,4,50.0,60,2024-09-09 16:00:00,intermediate
student_64525@edu.com,Python,File Handling,5,6,83.3,60,2024-09-10 13:00:00,advanced
student_64525@edu.com,Python,Lists,8,10,80.0,60,2024-09-08 17:00:00,advanced
student_64525@edu.com,Data Structures,Queues,4,4,100.0,60,2024-10-22 13:00:00,advanced
student_64525@edu.com,Data Structures,Trees,4,6,66.7,66,2024-10-14 05:00:00,intermediate
student_64525@edu.com,Python,Dictionaries,2,3,66.7,60,2024-04-17 07:00:00,intermediate
student_64525@edu.com,Python,File Handling,7,7,100.0,60,2024-11-09 15:00:00,advanced
student_64525@edu.com,Python,Lists,6,7,85.7,60,2024-11-03 02:00:00,advanced
student_64525@edu.com,Python,Dictionaries,3,4,75.0,129,2024-10-17 00:00:00,advanced
student_64525@edu.com,Python,File Handling,4,5,80.0,60,2024-07-09 07:00:00,advanced
student_64525@edu.com,Python,File Handling,4,4,100.0,60,2025-01-06 00:00:00,advanced
student_64525@edu.com,Python,Lists,7,10,70.0,60,2025-02-07 02:00:00,intermediate
student_64525@edu.com,Python,Dictionaries,1,3,33.3,60,2024-02-01 03:00:00,beginner
student_64525@edu.com,Python,Lists,2,3,66.7,60,2024-01-29 23:00:00,intermediate
student_64525@edu.com,Python,Dictionaries,3,4,75.0,60,2024-01-17 04:00:00,advanced
student_64525@edu.com,Python,Lists,2,3,66.7,60,2024-01-19 05:00:00,intermediate
student_64525@edu.com,Python,Dictionaries,5,5,100.0,60,2024-01-14 05:00:00,advanced
student_64525@edu.com,Python,File Handling,9,9,100.0,60,2024-01-10 03:00:00,advanced
student_64525@edu.com,Python,Lists,3,5,60.0,60,2024-01-12 14:00:00,intermediate
student_64525@edu.com,Python,File Handling,2,4,50.0,68,2024-04-24 15:00:00,intermediate
